id,name,box_art_url
"505565","Chicken Farm 2K17","https://static-cdn.jtvnw.net/ttv-boxart/Chicken%20Farm%202K17-{width}x{height}.jpg"
"505566","Dolmen","https://static-cdn.jtvnw.net/ttv-boxart/Dolmen-{width}x{height}.jpg"
"505567","NeuroSlicers","https://static-cdn.jtvnw.net/ttv-boxart/NeuroSlicers-{width}x{height}.jpg"
"505568","Little Big Snake","https://static-cdn.jtvnw.net/ttv-boxart/Little%20Big%20Snake-{width}x{height}.jpg"
"505569","Layer Front","https://static-cdn.jtvnw.net/ttv-boxart/Layer%20Front-{width}x{height}.jpg"
"505570","Shimaise","https://static-cdn.jtvnw.net/ttv-boxart/Shimaise-{width}x{height}.jpg"
"505571","Kakosatsu","https://static-cdn.jtvnw.net/ttv-boxart/Kakosatsu-{width}x{height}.jpg"
"505572","Honey Select Unlimited","https://static-cdn.jtvnw.net/ttv-boxart/Honey%20Select%20Unlimited-{width}x{height}.jpg"
"505573","Beatmania IIDX 24 Sinobuz","https://static-cdn.jtvnw.net/ttv-boxart/Beatmania%20IIDX%2024%20Sinobuz-{width}x{height}.jpg"
"505574","Beatmania IIDX 25 Cannon Ballers","https://static-cdn.jtvnw.net/ttv-boxart/Beatmania%20IIDX%2025%20Cannon%20Ballers-{width}x{height}.jpg"
"505575","Psycho Squirrels","https://static-cdn.jtvnw.net/ttv-boxart/Psycho%20Squirrels-{width}x{height}.jpg"
"505576","Bionic Fighters","https://static-cdn.jtvnw.net/ttv-boxart/Bionic%20Fighters-{width}x{height}.jpg"
"505577","False Front","https://static-cdn.jtvnw.net/ttv-boxart/False%20Front-{width}x{height}.jpg"
"505578","The Chemist","https://static-cdn.jtvnw.net/ttv-boxart/The%20Chemist-{width}x{height}.jpg"
"505579","AirMech Wastelands","https://static-cdn.jtvnw.net/ttv-boxart/AirMech%20Wastelands-{width}x{height}.jpg"
"505580","Space God","https://static-cdn.jtvnw.net/ttv-boxart/Space%20God-{width}x{height}.jpg"
"505581","Phobos Vector Prime","https://static-cdn.jtvnw.net/ttv-boxart/Phobos%20Vector%20Prime-{width}x{height}.jpg"
"505582","Vandals","https://static-cdn.jtvnw.net/ttv-boxart/Vandals-{width}x{height}.jpg"
"505583","Ashi Wash","https://static-cdn.jtvnw.net/ttv-boxart/Ashi%20Wash-{width}x{height}.jpg"
"505584","Lost Wage Rampage","https://static-cdn.jtvnw.net/ttv-boxart/Lost%20Wage%20Rampage-{width}x{height}.jpg"
"505585","Rugon","https://static-cdn.jtvnw.net/ttv-boxart/Rugon-{width}x{height}.jpg"
"505586","Workshop Invaders: Bouncy","https://static-cdn.jtvnw.net/ttv-boxart/./Workshop%20Invaders:%20Bouncy-{width}x{height}.jpg"
"505587","Hyper-Galactic Spiders from Mars","https://static-cdn.jtvnw.net/ttv-boxart/Hyper-Galactic%20Spiders%20from%20Mars-{width}x{height}.jpg"
"505588","Awesome Animated Monster Maker Ultra Edition","https://static-cdn.jtvnw.net/ttv-boxart/Awesome%20Animated%20Monster%20Maker%20Ultra%20Edition-{width}x{height}.jpg"
"505589","R2Beat","https://static-cdn.jtvnw.net/ttv-boxart/R2Beat-{width}x{height}.jpg"
"505590","Good Doggo","https://static-cdn.jtvnw.net/ttv-boxart/Good%20Doggo-{width}x{height}.jpg"
"505591","Diamond Hunt","https://static-cdn.jtvnw.net/ttv-boxart/Diamond%20Hunt-{width}x{height}.jpg"
"505592","Forget Me Not: My Organic Garden","https://static-cdn.jtvnw.net/ttv-boxart/./Forget%20Me%20Not:%20My%20Organic%20Garden-{width}x{height}.jpg"
"505593","Vectorium","https://static-cdn.jtvnw.net/ttv-boxart/Vectorium-{width}x{height}.jpg"
"505594","Player Killers' Exchange","https://static-cdn.jtvnw.net/ttv-boxart/Player%20Killers%27%20Exchange-{width}x{height}.jpg"
"505595","Aentity","https://static-cdn.jtvnw.net/ttv-boxart/Aentity-{width}x{height}.jpg"
"505596","Unheard Screams - King Leopold II's Rule Over The Congo","https://static-cdn.jtvnw.net/ttv-boxart/Unheard%20Screams%20-%20King%20Leopold%20II%27s%20Rule%20Over%20The%20Congo-{width}x{height}.jpg"
"505597","VR Kanojo","https://static-cdn.jtvnw.net/ttv-boxart/VR%20Kanojo-{width}x{height}.jpg"
"505598","Meander","https://static-cdn.jtvnw.net/ttv-boxart/Meander-{width}x{height}.jpg"
"505599","Lost and Flounder","https://static-cdn.jtvnw.net/ttv-boxart/Lost%20and%20Flounder-{width}x{height}.jpg"
"505600","Mope.io","https://static-cdn.jtvnw.net/ttv-boxart/Mope.io-{width}x{height}.jpg"
"505601","DANCERUSH STARDOM","https://static-cdn.jtvnw.net/ttv-boxart/DANCERUSH%20STARDOM-{width}x{height}.jpg"
"505602","RapeLay","https://static-cdn.jtvnw.net/ttv-boxart/RapeLay-{width}x{height}.jpg"
"505603","Hyper Sentinel","https://static-cdn.jtvnw.net/ttv-boxart/Hyper%20Sentinel-{width}x{height}.jpg"
"505604","Defiance 2050","https://static-cdn.jtvnw.net/ttv-boxart/Defiance%202050-{width}x{height}.jpg"
"505605","ADsteroids","https://static-cdn.jtvnw.net/ttv-boxart/ADsteroids-{width}x{height}.jpg"
"505606","Maxi Pool Masters","https://static-cdn.jtvnw.net/ttv-boxart/Maxi%20Pool%20Masters-{width}x{height}.jpg"
"505607","Vroom Kaboom","https://static-cdn.jtvnw.net/ttv-boxart/Vroom%20Kaboom-{width}x{height}.jpg"
"505608","Jengo","https://static-cdn.jtvnw.net/ttv-boxart/Jengo-{width}x{height}.jpg"
"505609","Returner 77","https://static-cdn.jtvnw.net/ttv-boxart/Returner%2077-{width}x{height}.jpg"
"505610","The Bonfire: Forsaken Lands","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Bonfire:%20Forsaken%20Lands-{width}x{height}.jpg"
"505611","Buzama ni! Gehin ni! Tsugou yoku! Kyokon Suuhai! Haramase Onaho Gakuen♪","https://static-cdn.jtvnw.net/ttv-boxart/Buzama%20ni%21%20Gehin%20ni%21%20Tsugou%20yoku%21%20Kyokon%20Suuhai%21%20Haramase%20Onaho%20Gakuen%E2%99%AA-{width}x{height}.jpg"
"505612","Do-M Imouto O-nedari Kojin Lesson: Watashi no Sex Katei-kyoushi Oniichan","https://static-cdn.jtvnw.net/ttv-boxart/./Do-M%20Imouto%20O-nedari%20Kojin%20Lesson:%20Watashi%20no%20Sex%20Katei-kyoushi%20Oniichan-{width}x{height}.jpg"
"505613","Sky Repairs","https://static-cdn.jtvnw.net/ttv-boxart/Sky%20Repairs-{width}x{height}.jpg"
"505614","Arunamu No Kiba: Juuzoku Juuni Shinto Densetsu","https://static-cdn.jtvnw.net/ttv-boxart/./Arunamu%20No%20Kiba:%20Juuzoku%20Juuni%20Shinto%20Densetsu-{width}x{height}.jpg"
"505615","HxHxH = Hajimari wa H kara: Daisuki Dakara, Daikirai!","https://static-cdn.jtvnw.net/ttv-boxart/./HxHxH%20=%20Hajimari%20wa%20H%20kara:%20Daisuki%20Dakara,%20Daikirai%21-{width}x{height}.jpg"
"505616","Travellers!","https://static-cdn.jtvnw.net/ttv-boxart/Travellers%21-{width}x{height}.jpg"
"505617","Efera & Jiliora: The Emblem From Darkness","https://static-cdn.jtvnw.net/ttv-boxart/./Efera%20&%20Jiliora:%20The%20Emblem%20From%20Darkness-{width}x{height}.jpg"
"505618","KO Seiki Beast Sanjuushi","https://static-cdn.jtvnw.net/ttv-boxart/KO%20Seiki%20Beast%20Sanjuushi-{width}x{height}.jpg"
"505619","Lethal League Blaze","https://static-cdn.jtvnw.net/ttv-boxart/Lethal%20League%20Blaze-{width}x{height}.jpg"
"505620","Hitozuma Dorei Keikaku","https://static-cdn.jtvnw.net/ttv-boxart/Hitozuma%20Dorei%20Keikaku-{width}x{height}.jpg"
"505621","Love Note 2","https://static-cdn.jtvnw.net/ttv-boxart/Love%20Note%202-{width}x{height}.jpg"
"505622","Stormdivers","https://static-cdn.jtvnw.net/ttv-boxart/Stormdivers-{width}x{height}.jpg"
"505623","Hack, Slash & Backstab","https://static-cdn.jtvnw.net/ttv-boxart/Hack,%20Slash%20&%20Backstab-{width}x{height}.jpg"
"505624","A Light Inside","https://static-cdn.jtvnw.net/ttv-boxart/A%20Light%20Inside-{width}x{height}.jpg"
"505625","Future War: Reborn","https://static-cdn.jtvnw.net/ttv-boxart/./Future%20War:%20Reborn-{width}x{height}.jpg"
"505626","Where Are My Friends?","https://static-cdn.jtvnw.net/ttv-boxart/Where%20Are%20My%20Friends%3F-{width}x{height}.jpg"
"505627","Rio: Match 3 Party","https://static-cdn.jtvnw.net/ttv-boxart/./Rio:%20Match%203%20Party-{width}x{height}.jpg"
"505628","Pop Frenzy! The Emoji Movie Game","https://static-cdn.jtvnw.net/ttv-boxart/Pop%20Frenzy%21%20The%20Emoji%20Movie%20Game-{width}x{height}.jpg"
"505629","Smurfs Bubble Story","https://static-cdn.jtvnw.net/ttv-boxart/Smurfs%20Bubble%20Story-{width}x{height}.jpg"
"505630","Cafe Ehaburu: White Version","https://static-cdn.jtvnw.net/ttv-boxart/./Cafe%20Ehaburu:%20White%20Version-{width}x{height}.jpg"
"505631","Snoopy Pop","https://static-cdn.jtvnw.net/ttv-boxart/Snoopy%20Pop-{width}x{height}.jpg"
"505632","Little Panda Restaurant","https://static-cdn.jtvnw.net/ttv-boxart/Little%20Panda%20Restaurant-{width}x{height}.jpg"
"505633","Hyperspace Dogfights","https://static-cdn.jtvnw.net/ttv-boxart/Hyperspace%20Dogfights-{width}x{height}.jpg"
"505634","King's Vessel","https://static-cdn.jtvnw.net/ttv-boxart/King%27s%20Vessel-{width}x{height}.jpg"
"505635","Còi to cho Vượt","https://static-cdn.jtvnw.net/ttv-boxart/C%C3%B2i%20to%20cho%20V%C6%B0%E1%BB%A3t-{width}x{height}.jpg"
"505636","Basketball Hero","https://static-cdn.jtvnw.net/ttv-boxart/Basketball%20Hero-{width}x{height}.jpg"
"505637","Grimms Nightmare","https://static-cdn.jtvnw.net/ttv-boxart/Grimms%20Nightmare-{width}x{height}.jpg"
"505638","World of Demons","https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Demons-{width}x{height}.jpg"
"505639","Broad City High Score","https://static-cdn.jtvnw.net/ttv-boxart/Broad%20City%20High%20Score-{width}x{height}.jpg"
"505640","Eden Rising: Supremacy","https://static-cdn.jtvnw.net/ttv-boxart/./Eden%20Rising:%20Supremacy-{width}x{height}.jpg"
"505641","MegaMek","https://static-cdn.jtvnw.net/ttv-boxart/MegaMek-{width}x{height}.jpg"
"505642","My Free Farm 2","https://static-cdn.jtvnw.net/ttv-boxart/My%20Free%20Farm%202-{width}x{height}.jpg"
"505643","Phantaruk","https://static-cdn.jtvnw.net/ttv-boxart/Phantaruk-{width}x{height}.jpg"
"505644","Next Hero","https://static-cdn.jtvnw.net/ttv-boxart/Next%20Hero-{width}x{height}.jpg"
"505645","Suncore Chronicles: The Tower","https://static-cdn.jtvnw.net/ttv-boxart/./Suncore%20Chronicles:%20The%20Tower-{width}x{height}.jpg"
"505646","Train Valley 2","https://static-cdn.jtvnw.net/ttv-boxart/Train%20Valley%202-{width}x{height}.jpg"
"505647","Mirror","https://static-cdn.jtvnw.net/ttv-boxart/Mirror-{width}x{height}.jpg"
"505648","Doodle Date","https://static-cdn.jtvnw.net/ttv-boxart/Doodle%20Date-{width}x{height}.jpg"
"505649","Without Escape","https://static-cdn.jtvnw.net/ttv-boxart/Without%20Escape-{width}x{height}.jpg"
"505650","Data Mutations","https://static-cdn.jtvnw.net/ttv-boxart/Data%20Mutations-{width}x{height}.jpg"
"505651","oOo: Ascension","https://static-cdn.jtvnw.net/ttv-boxart/./oOo:%20Ascension-{width}x{height}.jpg"
"505652","Grand Chase for kakao","https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Chase%20for%20kakao-{width}x{height}.jpg"
"505653","LanthernStudio Paint","https://static-cdn.jtvnw.net/ttv-boxart/LanthernStudio%20Paint-{width}x{height}.jpg"
"505654","Super Dimension Fortress Macross","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Dimension%20Fortress%20Macross-{width}x{height}.jpg"
"505655","Derrat Sorcerum","https://static-cdn.jtvnw.net/ttv-boxart/Derrat%20Sorcerum-{width}x{height}.jpg"
"505656","Pro Yakyū Famista Evolution","https://static-cdn.jtvnw.net/ttv-boxart/Pro%20Yaky%C5%AB%20Famista%20Evolution-{width}x{height}.jpg"
"505657","The Protagonist","https://static-cdn.jtvnw.net/ttv-boxart/The%20Protagonist-{width}x{height}.jpg"
"505658","Re-Legion","https://static-cdn.jtvnw.net/ttv-boxart/Re-Legion-{width}x{height}.jpg"
"505659","Eternity: The Last Unicorn","https://static-cdn.jtvnw.net/ttv-boxart/./Eternity:%20The%20Last%20Unicorn-{width}x{height}.jpg"
"505660","Gift of Parthax","https://static-cdn.jtvnw.net/ttv-boxart/Gift%20of%20Parthax-{width}x{height}.jpg"
"505661","VR Figure from Shining: Kirika Towa Alma","https://static-cdn.jtvnw.net/ttv-boxart/./VR%20Figure%20from%20Shining:%20Kirika%20Towa%20Alma-{width}x{height}.jpg"
"505662","Fell Seal: Arbiter's Mark","https://static-cdn.jtvnw.net/ttv-boxart/./Fell%20Seal:%20Arbiter%27s%20Mark-{width}x{height}.jpg"
"505663","Kou-Kyou-Sei Million Arthur","https://static-cdn.jtvnw.net/ttv-boxart/Kou-Kyou-Sei%20Million%20Arthur-{width}x{height}.jpg"
"505664","Han-Gyaku-Sei Million Arthur","https://static-cdn.jtvnw.net/ttv-boxart/Han-Gyaku-Sei%20Million%20Arthur-{width}x{height}.jpg"
"505665","Kai-Ri-Sei Million Arthur VR","https://static-cdn.jtvnw.net/ttv-boxart/Kai-Ri-Sei%20Million%20Arthur%20VR-{width}x{height}.jpg"
"505666","Deck Make Million Arthur","https://static-cdn.jtvnw.net/ttv-boxart/Deck%20Make%20Million%20Arthur-{width}x{height}.jpg"
"505667","Midnight Puppeteer","https://static-cdn.jtvnw.net/ttv-boxart/Midnight%20Puppeteer-{width}x{height}.jpg"
"505668","Densha","https://static-cdn.jtvnw.net/ttv-boxart/Densha-{width}x{height}.jpg"
"505669","At the Tale End","https://static-cdn.jtvnw.net/ttv-boxart/At%20the%20Tale%20End-{width}x{height}.jpg"
"505670","Her Tears Were My Light","https://static-cdn.jtvnw.net/ttv-boxart/Her%20Tears%20Were%20My%20Light-{width}x{height}.jpg"
"505671","Pigskin Empire","https://static-cdn.jtvnw.net/ttv-boxart/Pigskin%20Empire-{width}x{height}.jpg"
"505672","Steampunk Tower 2","https://static-cdn.jtvnw.net/ttv-boxart/Steampunk%20Tower%202-{width}x{height}.jpg"
"505673","Romance Detective","https://static-cdn.jtvnw.net/ttv-boxart/Romance%20Detective-{width}x{height}.jpg"
"505674","Lonely Wolf Treat","https://static-cdn.jtvnw.net/ttv-boxart/Lonely%20Wolf%20Treat-{width}x{height}.jpg"
"505675","Syrup and the Ultimate Sweet","https://static-cdn.jtvnw.net/ttv-boxart/Syrup%20and%20the%20Ultimate%20Sweet-{width}x{height}.jpg"
"505676","Yojimbrawl","https://static-cdn.jtvnw.net/ttv-boxart/Yojimbrawl-{width}x{height}.jpg"
"505677","Make More!","https://static-cdn.jtvnw.net/ttv-boxart/Make%20More%21-{width}x{height}.jpg"
"505678","Bane of Asphodel","https://static-cdn.jtvnw.net/ttv-boxart/Bane%20of%20Asphodel-{width}x{height}.jpg"
"505679","Exiled Kingdoms","https://static-cdn.jtvnw.net/ttv-boxart/Exiled%20Kingdoms-{width}x{height}.jpg"
"505680","Crucible Falls: Together Forever","https://static-cdn.jtvnw.net/ttv-boxart/./Crucible%20Falls:%20Together%20Forever-{width}x{height}.jpg"
"505681","Tornado ECR","https://static-cdn.jtvnw.net/ttv-boxart/Tornado%20ECR-{width}x{height}.jpg"
"505682","Darwin's Demons","https://static-cdn.jtvnw.net/ttv-boxart/Darwin%27s%20Demons-{width}x{height}.jpg"
"505683","Flappy Golf 2","https://static-cdn.jtvnw.net/ttv-boxart/Flappy%20Golf%202-{width}x{height}.jpg"
"505684","Hello? Hell... o?","https://static-cdn.jtvnw.net/ttv-boxart/Hello%3F%20Hell...%20o%3F-{width}x{height}.jpg"
"505685","Ninja Massacre","https://static-cdn.jtvnw.net/ttv-boxart/Ninja%20Massacre-{width}x{height}.jpg"
"505686","Elea","https://static-cdn.jtvnw.net/ttv-boxart/Elea-{width}x{height}.jpg"
"505687","One Watcher","https://static-cdn.jtvnw.net/ttv-boxart/One%20Watcher-{width}x{height}.jpg"
"505688","Panzer Hearts","https://static-cdn.jtvnw.net/ttv-boxart/Panzer%20Hearts-{width}x{height}.jpg"
"505689","Firebird: The Unfinished","https://static-cdn.jtvnw.net/ttv-boxart/./Firebird:%20The%20Unfinished-{width}x{height}.jpg"
"505690","White Mirror","https://static-cdn.jtvnw.net/ttv-boxart/White%20Mirror-{width}x{height}.jpg"
"505691","Who Is Mike - A Visual Novel","https://static-cdn.jtvnw.net/ttv-boxart/Who%20Is%20Mike%20-%20A%20Visual%20Novel-{width}x{height}.jpg"
"505692","Wild RTS","https://static-cdn.jtvnw.net/ttv-boxart/Wild%20RTS-{width}x{height}.jpg"
"505693","Willful","https://static-cdn.jtvnw.net/ttv-boxart/Willful-{width}x{height}.jpg"
"505694","Winds of Trade","https://static-cdn.jtvnw.net/ttv-boxart/Winds%20of%20Trade-{width}x{height}.jpg"
"505695","Winter Voices Episode 6: Falls","https://static-cdn.jtvnw.net/ttv-boxart/./Winter%20Voices%20Episode%206:%20Falls-{width}x{height}.jpg"
"505696","Winter Voices Episode 5: Overflow","https://static-cdn.jtvnw.net/ttv-boxart/./Winter%20Voices%20Episode%205:%20Overflow-{width}x{height}.jpg"
"505697","Witch's Pranks: Frog's Fortune","https://static-cdn.jtvnw.net/ttv-boxart/./Witch%27s%20Pranks:%20Frog%27s%20Fortune-{width}x{height}.jpg"
"505698","Without Within 2","https://static-cdn.jtvnw.net/ttv-boxart/Without%20Within%202-{width}x{height}.jpg"
"505699","WizardCraft","https://static-cdn.jtvnw.net/ttv-boxart/WizardCraft-{width}x{height}.jpg"
"505700","A Wonder","https://static-cdn.jtvnw.net/ttv-boxart/A%20Wonder-{width}x{height}.jpg"
"505701","Wooden Floor","https://static-cdn.jtvnw.net/ttv-boxart/Wooden%20Floor-{width}x{height}.jpg"
"505702","Wooden Floor 2: Resurrection","https://static-cdn.jtvnw.net/ttv-boxart/./Wooden%20Floor%202:%20Resurrection-{width}x{height}.jpg"
"505703","World Inside Out","https://static-cdn.jtvnw.net/ttv-boxart/World%20Inside%20Out-{width}x{height}.jpg"
"505704","Keplerth","https://static-cdn.jtvnw.net/ttv-boxart/Keplerth-{width}x{height}.jpg"
"505705","Noita","https://static-cdn.jtvnw.net/ttv-boxart/Noita-{width}x{height}.jpg"
"505706","Pixel Stories of Dungeon","https://static-cdn.jtvnw.net/ttv-boxart/Pixel%20Stories%20of%20Dungeon-{width}x{height}.jpg"
"505707","Begin","https://static-cdn.jtvnw.net/ttv-boxart/Begin-{width}x{height}.jpg"
"505708","Swapper Tiles","https://static-cdn.jtvnw.net/ttv-boxart/Swapper%20Tiles-{width}x{height}.jpg"
"505709","s0urce.io","https://static-cdn.jtvnw.net/ttv-boxart/s0urce.io-{width}x{height}.jpg"
"505710","Osmanlı'nın Onuru","https://static-cdn.jtvnw.net/ttv-boxart/Osmanl%C4%B1%27n%C4%B1n%20Onuru-{width}x{height}.jpg"
"505711","X-17","https://static-cdn.jtvnw.net/ttv-boxart/X-17-{width}x{height}.jpg"
"505712","Endless Combat","https://static-cdn.jtvnw.net/ttv-boxart/Endless%20Combat-{width}x{height}.jpg"
"505713","Yissa Deep Realms","https://static-cdn.jtvnw.net/ttv-boxart/Yissa%20Deep%20Realms-{width}x{height}.jpg"
"505714","You Shall Not Jump: PC Master Race Edition","https://static-cdn.jtvnw.net/ttv-boxart/./You%20Shall%20Not%20Jump:%20PC%20Master%20Race%20Edition-{width}x{height}.jpg"
"505715","Your Bunny Wrote","https://static-cdn.jtvnw.net/ttv-boxart/Your%20Bunny%20Wrote-{width}x{height}.jpg"
"505716","Your Smile Beyond Twilight","https://static-cdn.jtvnw.net/ttv-boxart/Your%20Smile%20Beyond%20Twilight-{width}x{height}.jpg"
"505717","Youtubers Clicker","https://static-cdn.jtvnw.net/ttv-boxart/Youtubers%20Clicker-{width}x{height}.jpg"
"505718","Re:Kinder","https://static-cdn.jtvnw.net/ttv-boxart/./Re:Kinder-{width}x{height}.jpg"
"505719","Smile Poker","https://static-cdn.jtvnw.net/ttv-boxart/Smile%20Poker-{width}x{height}.jpg"
"505720","Kawa no Kuma-san","https://static-cdn.jtvnw.net/ttv-boxart/Kawa%20no%20Kuma-san-{width}x{height}.jpg"
"505721","Kyuukyuusosei Anata nimo dekiru kyuumei katsudou ~moshimo no toki no tameni~","https://static-cdn.jtvnw.net/ttv-boxart/Kyuukyuusosei%20Anata%20nimo%20dekiru%20kyuumei%20katsudou%20~moshimo%20no%20toki%20no%20tameni~-{width}x{height}.jpg"
"505722","Treasure-hunting On Sekai Camera","https://static-cdn.jtvnw.net/ttv-boxart/Treasure-hunting%20On%20Sekai%20Camera-{width}x{height}.jpg"
"505723","3D∞ (3D Infinity)","https://static-cdn.jtvnw.net/ttv-boxart/3D%E2%88%9E%20%283D%20Infinity%29-{width}x{height}.jpg"
"505724","KANA Sniper","https://static-cdn.jtvnw.net/ttv-boxart/KANA%20Sniper-{width}x{height}.jpg"
"505725","Eco Biz Tomorrow","https://static-cdn.jtvnw.net/ttv-boxart/Eco%20Biz%20Tomorrow-{width}x{height}.jpg"
"505726","SPACE MILKMAN~Tsuneo wa Uchuu no Gyuunyuuya san~ PlanningDevelopmentXbox 360","https://static-cdn.jtvnw.net/ttv-boxart/SPACE%20MILKMAN~Tsuneo%20wa%20Uchuu%20no%20Gyuunyuuya%20san~%20PlanningDevelopmentXbox%20360-{width}x{height}.jpg"
"505727","sbdm-1","https://static-cdn.jtvnw.net/ttv-boxart/sbdm-1-{width}x{height}.jpg"
"505728","Digital Litmus Paper","https://static-cdn.jtvnw.net/ttv-boxart/Digital%20Litmus%20Paper-{width}x{height}.jpg"
"505729","SmileBASIC","https://static-cdn.jtvnw.net/ttv-boxart/SmileBASIC-{width}x{height}.jpg"
"505730","Samurai Spirits: Oborozuki Densetsu","https://static-cdn.jtvnw.net/ttv-boxart/./Samurai%20Spirits:%20Oborozuki%20Densetsu-{width}x{height}.jpg"
"505731","WishMaster","https://static-cdn.jtvnw.net/ttv-boxart/WishMaster-{width}x{height}.jpg"
"505732","Puchiguru Love Live!","https://static-cdn.jtvnw.net/ttv-boxart/Puchiguru%20Love%20Live%21-{width}x{height}.jpg"
"505733","Z69","https://static-cdn.jtvnw.net/ttv-boxart/Z69-{width}x{height}.jpg"
"505734","ZAMBI 2 KIL","https://static-cdn.jtvnw.net/ttv-boxart/ZAMBI%202%20KIL-{width}x{height}.jpg"
"505735","Zarya-1: Mystery on the Moon","https://static-cdn.jtvnw.net/ttv-boxart/./Zarya-1:%20Mystery%20on%20the%20Moon-{width}x{height}.jpg"
"505736","Zasa - An AI Story","https://static-cdn.jtvnw.net/ttv-boxart/Zasa%20-%20An%20AI%20Story-{width}x{height}.jpg"
"505737","Zero Reflex : Black Eye Edition","https://static-cdn.jtvnw.net/ttv-boxart/./Zero%20Reflex%20:%20Black%20Eye%20Edition-{width}x{height}.jpg"
"505738","Volted","https://static-cdn.jtvnw.net/ttv-boxart/Volted-{width}x{height}.jpg"
"505739","Zombie Camp","https://static-cdn.jtvnw.net/ttv-boxart/Zombie%20Camp-{width}x{height}.jpg"
"505740","Zombie Car Massacre","https://static-cdn.jtvnw.net/ttv-boxart/Zombie%20Car%20Massacre-{width}x{height}.jpg"
"505741","Zombies on a Plane","https://static-cdn.jtvnw.net/ttv-boxart/Zombies%20on%20a%20Plane-{width}x{height}.jpg"
